Location	Name	ID	Count	Slots
Bank1-Slot8	Tattered Silk Turban	24982	1	5
Bank1-Slot9	Empty	0	0	0
Bank1-Slot10	Bronzewood Staff	1868	1	5
Bank2	Deluxe Toolbox	17877	1	10
Bank2-Slot1	Velium Diamond Wedding Ring	30353	1	5
Bank2-Slot2	Velium Diamond Wedding Ring	30353	1	5
Bank2-Slot3	Platinum Blue Diamond Tiara	30367	1	5
Bank2-Slot4	Sorcerous Bowl	29207	1	5
Bank2-Slot5	Velium Blue Diamond Bracelet	30299	1	5
Bank2-Slot6	Velium Blue Diamond Bracelet	30299	1	5
Bank2-Slot7	Blue Diamond Electrum Earring	30365	1	5
Bank2-Slot8	Stone of Morid	14720	1	5
Bank2-Slot9	Earring of Essence	14714	1	5
Bank2-Slot10	Empty	0	0	0
Bank3	Deluxe Toolbox	17877	1	10
Bank3-Slot1	Empty	0	0	0
Bank3-Slot2	Empty	0	0	0
Bank3-Slot3	Empty	0	0	0
Bank3-Slot4	Empty	0	0	0
Bank3-Slot5	Key to Charasis	2667	1	5
Bank3-Slot6	Empty	0	0	0
Bank3-Slot7	10 Dose Blood of the Wolf	14534	1	5
Bank3-Slot8	Trakanon Idol	1810	1	5
Bank3-Slot9	Corroded Plate Boots	24931	1	5
Bank3-Slot10	Corroded Plate Bracer	24932	1	5
Bank4	Deluxe Toolbox	17877	1	10
Bank4-Slot1	Empty	0	0	0
Bank4-Slot2	Empty	0	0	0
Bank4-Slot3	Empty	0	0	0
Bank4-Slot4	Empty	0	0	0
Bank4-Slot5	Empty	0	0	0
Bank4-Slot6	Empty	0	0	0
Bank4-Slot7	Empty	0	0	0
Bank4-Slot8	Empty	0	0	0
Bank4-Slot9	Empty	0	0	0
Bank4-Slot10	Empty	0	0	0
Bank5	Deluxe Toolbox	17877	1	10
Bank5-Slot1	Empty	0	0	0
Bank5-Slot2	Glowing Black Pearl	20791	1	5
Bank5-Slot3	Obsidian Amulet	20786	1	5
Bank5-Slot4	Illusionists Stone	14521	1	5
Bank5-Slot5	Imp Statuette	20953	1	5
Bank5-Slot6	Illusionists Stone	14521	1	5
Bank5-Slot7	Black Silk Cape	20783	1	5
Bank5-Slot8	Djinni Blood	20784	1	5
Bank5-Slot9	Silver Disc	20938	1	5
Bank5-Slot10	Spiroc Feathers	20782	1	5
Bank6	Deluxe Toolbox	17877	1	10
Bank6-Slot1	Green Goblin Skin	22135	20	5
Bank6-Slot2	Green Goblin Skin	22135	20	5
Bank6-Slot3	Green Goblin Skin	22135	20	5
Bank6-Slot4	Green Goblin Skin	22135	18	5
Bank6-Slot5	Green Goblin Skin	22135	20	5
Bank6-Slot6	Green Goblin Skin	22135	20	5
Bank6-Slot7	Green Goblin Skin	22135	20	5
Bank6-Slot8	Green Goblin Skin	22135	20	5
Bank6-Slot9	Green Goblin Skin	22135	20	5
Bank6-Slot10	Green Goblin Skin	22135	13	5
Bank7	Deluxe Toolbox	17877	1	10
Bank7-Slot1	Doldigun's head	1463	1	5
Bank7-Slot2	Royal Kromrif blood	1858	1	5
Bank7-Slot3	Symbol of Insanity	20648	1	5
Bank7-Slot4	Empty	0	0	0
Bank7-Slot5	Tiny Jade Inlaid Coffin	9962	2	5
Bank7-Slot6	Empty	0	0	0
Bank7-Slot7	Stein of Ulissa	6363	1	5
Bank7-Slot8	Peridot	10028	6	5
Bank7-Slot9	Empty	0	0	0
Bank7-Slot10	Empty	0	0	0
Bank8	Deluxe Toolbox	17877	1	10
Bank8-Slot1	Mt. Death Mineral Salts	16972	6	5
Bank8-Slot2	Empty	0	0	0
Bank8-Slot3	Empty	0	0	0
Bank8-Slot4	Empty	0	0	0
Bank8-Slot5	Empty	0	0	0
Bank8-Slot6	Empty	0	0	0
Bank8-Slot7	Empty	0	0	0
Bank8-Slot8	Empty	0	0	0
Bank8-Slot9	Empty	0	0	0
Bank8-Slot10	Empty	0	0	0
Bank9	Empty	0	0	0
Bank10	Empty	0	0	0
Bank11	Empty	0	0	0
Bank12	Empty	0	0	0
Bank13	Empty	0	0	0
Bank14	Empty	0	0	0
Bank15	Empty	0	0	0
Bank16	Empty	0	0	0
SharedBank1	Empty	0	0	0
SharedBank2	Empty	0	0	0
