Location	Name	ID	Count	Slots
Bank4-Slot4	Empty	0	0	0
Bank4-Slot5	Empty	0	0	0
Bank4-Slot6	Empty	0	0	0
Bank4-Slot7	Empty	0	0	0
Bank4-Slot8	Empty	0	0	0
Bank4-Slot9	Empty	0	0	0
Bank4-Slot10	Empty	0	0	0
Bank5	Deluxe Toolbox	17877	1	10
Bank5-Slot1	Empty	0	0	0
Bank5-Slot2	Empty	0	0	0
Bank5-Slot3	Empty	0	0	0
Bank5-Slot4	Empty	0	0	0
Bank5-Slot5	Empty	0	0	0
Bank5-Slot6	Empty	0	0	0
Bank5-Slot7	Empty	0	0	0
Bank5-Slot8	Empty	0	0	0
Bank5-Slot9	Empty	0	0	0
Bank5-Slot10	Empty	0	0	0
Bank6	Deluxe Toolbox	17877	1	10
Bank6-Slot1	Empty	0	0	0
Bank6-Slot2	Empty	0	0	0
Bank6-Slot3	Empty	0	0	0
Bank6-Slot4	Empty	0	0	0
Bank6-Slot5	Empty	0	0	0
Bank6-Slot6	Empty	0	0	0
Bank6-Slot7	Empty	0	0	0
Bank6-Slot8	Empty	0	0	0
Bank6-Slot9	Empty	0	0	0
Bank6-Slot10	Empty	0	0	0
Bank7	Deluxe Toolbox	17877	1	10
Bank7-Slot1	Green Goblin Skin	22135	20	5
Bank7-Slot2	Green Goblin Skin	22135	20	5
Bank7-Slot3	Green Goblin Skin	22135	20	5
Bank7-Slot4	Green Goblin Skin	22135	20	5
Bank7-Slot5	Green Goblin Skin	22135	20	5
Bank7-Slot6	Green Goblin Skin	22135	10	5
Bank7-Slot7	Empty	0	0	0
Bank7-Slot8	Empty	0	0	0
Bank7-Slot9	Empty	0	0	0
Bank7-Slot10	Empty	0	0	0
Bank8	Deluxe Toolbox	17877	1	10
Bank8-Slot1	A Metal Pipe	12979	1	5
Bank8-Slot2	A Metal Pipe	12980	1	5
Bank8-Slot3	Elder Spiritist's Vambraces	4573	1	5
Bank8-Slot4	Kunzar Cloak	1617	1	5
Bank8-Slot5	Crushed Topaz	25832	2	5
Bank8-Slot6	Crushed Onyx Sapphire	25841	1	5
Bank8-Slot7	Master Wu's Trance Stick	6619	1	5
Bank8-Slot8	Master Wu's Trance Stick	6619	1	5
Bank8-Slot9	Empty	0	0	0
Bank8-Slot10	Empty	0	0	0
Bank9	Empty	0	0	0
Bank10	Empty	0	0	0
Bank11	Empty	0	0	0
Bank12	Empty	0	0	0
Bank13	Empty	0	0	0
Bank14	Empty	0	0	0
Bank15	Empty	0	0	0
Bank16	Empty	0	0	0
SharedBank1	Empty	0	0	0
SharedBank2	Empty	0	0	0
