Location	Name	ID	Count	Slots
Bank3-Slot3	Words of Duration	11845	6	5
Bank3-Slot4	Words of Efficacy	11849	4	5
Bank3-Slot5	Words of Endurance	11848	4	5
Bank3-Slot6	Empty	0	0	0
Bank3-Slot7	Words of Enlightenment	11821	1	5
Bank3-Slot8	Words of Eradication	11810	1	5
Bank4	Large Sewing Kit	17880	1	8
Bank4-Slot1	Empty	0	0	0
Bank4-Slot2	Words of Grappling	11867	2	5
Bank4-Slot3	Words of Haunting	11836	1	5
Bank4-Slot4	Words of Imitation	11811	2	5
Bank4-Slot5	Empty	0	0	0
Bank4-Slot6	Words of Mistbreath	11834	5	5
Bank4-Slot7	Words of Motion	11846	8	5
Bank4-Slot8	Words of Neglect	11847	4	5
Bank5	Large Sewing Kit	17880	1	8
Bank5-Slot1	Words of Obligation	11863	1	5
Bank5-Slot2	Words of Odus	11868	3	5
Bank5-Slot3	Words of Parasitism	11842	3	5
Bank5-Slot4	Words of Possession	11815	4	5
Bank5-Slot5	Words of Projection	11855	6	5
Bank5-Slot6	Words of Purification	11838	2	5
Bank5-Slot7	Words of Quivering	11844	1	5
Bank5-Slot8	Words of Radiance	11824	3	5
Bank6	Large Sewing Kit	17880	1	8
Bank6-Slot1	Empty	0	0	0
Bank6-Slot2	Words of Refuge	11819	3	5
Bank6-Slot3	Words of Requisition	11865	5	5
Bank6-Slot4	Words of Reviviscence	11817	1	5
Bank6-Slot5	Words of Resolve	11843	1	5
Bank6-Slot6	Empty	0	0	0
Bank6-Slot7	Words of Rupturing	11837	1	5
Bank6-Slot8	Words of Seizure	11853	2	5
Bank7	Large Sewing Kit	17880	1	8
Bank7-Slot1	Empty	0	0	0
Bank7-Slot2	Words of the Ethereal	11869	4	5
Bank7-Slot3	Words of the Extinct	11825	3	5
Bank7-Slot4	Words of the Incorporeal	11839	1	5
Bank7-Slot5	Empty	0	0	0
Bank7-Slot6	Words of the Quickening	11826	1	5
Bank7-Slot7	Words of the Sentient (Azia)	11818	2	5
Bank7-Slot8	Empty	0	0	0
Bank8	Large Sewing Kit	17880	1	8
Bank8-Slot1	Words of the Spectre	11856	2	5
Bank8-Slot2	Empty	0	0	0
Bank8-Slot3	Words of the Suffering	11851	4	5
Bank8-Slot4	Empty	0	0	0
Bank8-Slot5	Empty	0	0	0
Bank8-Slot6	Apprentice Ring	20659	1	5
Bank8-Slot7	Green Goblin Skin	22135	11	5
Bank8-Slot8	Mt. Death Mineral Salts	16972	4	5
Bank9	Empty	0	0	0
Bank10	Empty	0	0	0
Bank11	Empty	0	0	0
Bank12	Empty	0	0	0
Bank13	Empty	0	0	0
Bank14	Empty	0	0	0
Bank15	Empty	0	0	0
Bank16	Empty	0	0	0
SharedBank1	Empty	0	0	0
SharedBank2	Empty	0	0	0
