Location	Name	ID	Count	Slots
Bank4-Slot1	Empty	0	0	0
Bank4-Slot2	Empty	0	0	0
Bank4-Slot3	Empty	0	0	0
Bank4-Slot4	Empty	0	0	0
Bank4-Slot5	Empty	0	0	0
Bank4-Slot6	Empty	0	0	0
Bank4-Slot7	Empty	0	0	0
Bank4-Slot8	Empty	0	0	0
Bank5	Large Sewing Kit	17880	1	8
Bank5-Slot1	Empty	0	0	0
Bank5-Slot2	Empty	0	0	0
Bank5-Slot3	Empty	0	0	0
Bank5-Slot4	Empty	0	0	0
Bank5-Slot5	Large Brick of Velium	22094	1	5
Bank5-Slot6	Crystalline Silk	25306	1	5
Bank5-Slot7	Small Brick of Velium	22093	1	5
Bank5-Slot8	Empty	0	0	0
Bank6	Large Sewing Kit	17880	1	8
Bank6-Slot1	Empty	0	0	0
Bank6-Slot2	Crushed Emerald	25835	1	5
Bank6-Slot3	Empty	0	0	0
Bank6-Slot4	Empty	0	0	0
Bank6-Slot5	Empty	0	0	0
Bank6-Slot6	Empty	0	0	0
Bank6-Slot7	Empty	0	0	0
Bank6-Slot8	Empty	0	0	0
Bank7	Large Sewing Kit	17880	1	8
Bank7-Slot1	Yun Shaman Powder	12944	1	5
Bank7-Slot2	Strange Ochre Clay	12942	1	5
Bank7-Slot3	Crushed Diamonds	12945	1	5
Bank7-Slot4	Empty	0	0	0
Bank7-Slot5	Empty	0	0	0
Bank7-Slot6	Empty	0	0	0
Bank7-Slot7	ShadowBound Gloves	3318	1	5
Bank7-Slot8	ShadowBound Boots	3317	1	5
Bank8	Large Sewing Kit	17880	1	8
Bank8-Slot1	Green Goblin Skin	22135	11	5
Bank8-Slot2	Mt. Death Mineral Salts	16972	4	5
Bank8-Slot3	Empty	0	0	0
Bank8-Slot4	Empty	0	0	0
Bank8-Slot5	Empty	0	0	0
Bank8-Slot6	Empty	0	0	0
Bank8-Slot7	Symbol of Insanity	20648	1	5
Bank8-Slot8	Apprentice Ring	20659	1	5
Bank9	Empty	0	0	0
Bank10	Empty	0	0	0
Bank11	Empty	0	0	0
Bank12	Empty	0	0	0
Bank13	Empty	0	0	0
Bank14	Empty	0	0	0
Bank15	Empty	0	0	0
Bank16	Empty	0	0	0
SharedBank1	Empty	0	0	0
SharedBank2	Empty	0	0	0
